Date,BTC,LTC,ETH,BCH,NEO,DASH,XRP,dr_BTC,dr_LTC,dr_ETH,dr_BCH,dr_NEO,dr_DASH,dr_XRP
2020-04-19,7141.34,42.74,181.24,233.31,7.636,82.629,0.19084,-0.011821325433077345,-0.02062328139321723,-0.010752688172043001,-0.044046545931328396,-0.02788033099936349,0.041585780915164516,-0.013746770025839794
2020-04-20,6864.65,40.46,171.47,220.9,7.27,76.237,0.1822,-0.038744829401765046,-0.053345811885821215,-0.05390642242330612,-0.05319103338905318,-0.047930853850183364,-0.077357828365344,-0.04527352756235592
2020-04-21,6890.29,40.78,172.79,220.71,7.267,75.142,0.18453,0.003735077534907205,0.007909045971329798,0.007698139616259425,-0.0008601177003169092,-0.00041265474552942827,-0.014363104529296788,0.012788144895719
2020-04-22,7118.78,41.89,182.98,232.86,7.562,81.007,0.18793,0.03316115867401814,0.027219225110348244,0.058973320215290226,0.05504961261383712,0.04059446814366319,0.0780522211279977,0.01842518831626294
2020-04-23,7540.5,43.27,188.95,240.83,7.914,82.532,0.19498,0.059240487836399014,0.03294342325137278,0.0326265165591868,0.034226573907068625,0.04654853213435595,0.018825533595862032,0.03751396796679596
2020-04-24,7531.75,44.69,188.05,238.51,8.17,81.731,0.193,-0.0011604005039453913,0.032817194360988955,-0.004763164858427982,-0.009633351326662098,0.03234773818549419,-0.009705326418843585,-0.01015488768078765
2020-04-25,7548.6,44.54,194.02,238.92,8.5,85.595,0.194,0.002237195870813613,-0.0033564555829044274,0.03174687583089608,0.0017190054924320908,0.04039167686658507,0.04727704298246693,0.005181347150259086
2020-04-26,7644.53,44.46,196.89,245.22,8.647,84.57,0.19634,0.012708316773971218,-0.0017961383026492417,0.01479228945469524,0.026368658965344016,0.017294117647058904,-0.011974998539634352,0.012061855670103094
2020-04-27,7706.09,43.91,193.65,237.98,8.348,81.792,0.195,0.008052816850741662,-0.012370670265407169,-0.01645588907511797,-0.029524508604518385,-0.03457846652018037,-0.03284852784675407,-0.006824895589283786
2020-04-28,7735.79,44.88,196.48,239.99,8.418,82.112,0.21242,0.0038540946186718106,0.022090639945342883,0.014613994319648826,0.008446087906546884,0.008385241974125268,0.00391236306729259,0.08933333333333326
2020-04-29,8929.13,48.87,216.75,261.24,9.205,85.899,0.22854,0.15426220205046914,0.08890374331550799,0.10316571661237783,0.08854535605650238,0.09349014017581392,0.0461199337490259,0.07588739290085678
2020-04-30,8822.59,47.07,211.53,254.27,8.926,81.831,0.21459,-0.011931733550748946,-0.036832412523020164,-0.024083044982698976,-0.02668044709845352,-0.030309614340032542,-0.047357943631474164,-0.06103964295090569
2020-05-01,8730.3,46.95,209.67,253.21,9.046,82.461,0.21581,-0.010460647043555316,-0.002549394518801762,-0.008793078995887216,-0.004168796948125997,0.013443871835088439,0.007698793855629216,0.005685260263758707
2020-05-02,8668.45,41.87,188.1,234.75,9.82,71.816,0.195,-0.007084521723193737,-0.10820021299254534,-0.10287594791815713,-0.0729039137474824,0.08556267963740893,-0.1290913280217314,-0.09642741300217783
2020-05-03,9648.0,47.63,211.99,266.8,11.173,80.393,0.21925,0.11300174771729643,0.1375686649152139,0.12700691121743768,0.1365282215122472,0.1377800407331975,0.11943021053804159,0.12435897435897436
2020-05-04,8918.22,46.92,207.23,246.14,9.03,79.427,0.21909,-0.07564054726368163,-0.014906571488557674,-0.02245388933440262,-0.07743628185907059,-0.19180166472746807,-0.0120159715398106,-0.0007297605473204349
2020-05-05,8957.35,46.47,204.96,245.35,9.027,79.473,0.21662,0.004387646862266337,-0.009590792838874762,-0.010954012449934769,-0.0032095555374989093,-0.00033222591362125353,0.0005791481486143724,-0.011273905700853515
2020-05-06,9253.74,46.32,205.5,246.38,9.163,78.957,0.21716,0.0330890274467337,-0.0032278889606197625,0.002634660421545698,0.0041980843692683845,0.015065913370998274,-0.00649277112981772,0.0024928446126857295
2020-05-07,9801.25,47.42,211.82,252.0,9.802,78.925,0.21773,0.05916634787664243,0.023747841105353995,0.030754257907542604,0.02281029304326654,0.06973698570337228,-0.0004052838886988708,0.0026247927795175485
2020-05-08,10000.0,47.93,214.49,264.39,10.688,79.749,0.22012,0.02027802576202009,0.01075495571488827,0.0126050420168069,0.04916666666666658,0.0903897163844114,0.010440291415901193,0.010976897992927004
2020-05-09,9648.0,47.63,211.99,266.8,11.173,80.393,0.21925,-0.03520000000000001,-0.006259127894846617,-0.011655555037530907,0.009115322062105413,0.045377994011976064,0.008075336367854291,-0.003952389605669682
2020-05-10,8668.45,41.87,188.1,234.75,9.82,71.816,0.195,-0.10152881426202309,-0.12093218559731267,-0.11269399499976418,-0.12012743628185907,-0.12109549807571818,-0.10668839326807056,-0.11060433295324967
2020-05-11,8633.99,41.37,186.77,230.93,9.612,70.065,0.19178,-0.003975335844355166,-0.011941724385001184,-0.007070707070707005,-0.016272630457933923,-0.02118126272912424,-0.024381753369722703,-0.016512820512820547
2020-05-12,8817.13,42.26,189.6,233.14,10.051,73.151,0.19737,0.021211514027697387,0.021513173797437668,0.015152326390747817,0.009569999566968246,0.04567207657095307,0.044044815528437864,0.029147982062780242
2020-05-13,9295.62,43.23,198.55,238.02,10.297,73.824,0.20193,0.05426822560175504,0.022953147184098466,0.04720464135021096,0.020931629064081747,0.024475176599343396,0.009200147639813583,0.02310381516947868
2020-05-14,9663.5,43.84,202.69,241.17,10.14,74.578,0.20349,0.03957562809150961,0.01411057136247984,0.02085117098967504,0.013234182001512274,-0.015247159366805874,0.010213480710880019,0.00772544941316311
2020-05-15,9237.2,42.25,193.26,232.43,9.853,72.171,0.19613,-0.044114451285765965,-0.036268248175182594,-0.04652424885292816,-0.03623999668283773,-0.02830374753451681,-0.03227493362653866,-0.036168853506314824
2020-05-16,9379.5,43.11,200.14,236.0,9.958,74.032,0.19924,0.015405101112891284,0.020355029585798823,0.03559971023491659,0.01535946306414826,0.010656652796102728,0.02578598051849057,0.015856829653801086
2020-05-17,9739.01,43.86,207.72,242.55,10.169,75.712,0.20224,0.03832933525241211,0.01739735560194844,0.03787348855800943,0.02775423728813564,0.021188993773850306,0.0226928895612708,0.015057217426219571
2020-05-18,9673.73,45.08,212.82,245.21,10.264,75.681,0.20405,-0.006702940031892424,0.027815777473780168,0.024552281917966434,0.010966810966810847,0.009342118202379623,-0.0004094463229079581,0.008949762658227778
2020-05-19,9694.27,45.19,212.49,245.25,10.201,76.206,0.20422,0.0021232761303036085,0.0024401064773735825,-0.0015506061460388576,0.00016312548427865892,-0.006137957911145686,0.0069370119316605194,0.0008331291350158754
2020-05-20,9590.01,44.26,210.37,240.4,10.128,77.169,0.20192,-0.010754806705404296,-0.020579774286346497,-0.009976940091298458,-0.019775739041794083,-0.007156161160670527,0.012636800251948577,-0.011262364117128665
2020-05-21,9060.0,42.59,198.86,228.04,9.535,75.926,0.19388,-0.05526688710439298,-0.03773158608224114,-0.05471312449493748,-0.05141430948419312,-0.058550552922590815,-0.016107504308724985,-0.039817749603803465
2020-05-22,9183.75,44.38,208.65,235.13,10.47,75.061,0.20142,0.01365894039735105,0.04202864522188299,0.04923061450266508,0.03109103666023505,0.09805977975878344,-0.01139267181202741,0.03889003507324107
2020-05-23,9233.84,44.17,207.89,235.56,10.261,74.524,0.20035,0.005454198992786097,-0.004731861198738141,-0.00364246345554764,0.0018287755709607278,-0.019961795606494914,-0.007154181265903836,-0.005312282792175438
2020-05-24,9001.0,43.13,206.2,228.61,9.874,73.997,0.19702,-0.02521594482902023,-0.023545392800543352,-0.008129299148588176,-0.02950416029886227,-0.037715622259038906,-0.007071547420965052,-0.016620913401547255
2020-05-25,8916.79,42.98,204.77,231.12,9.947,73.518,0.19531,-0.00935562715253846,-0.003477857639694104,-0.0069350145489814885,0.010979397226718035,0.007393153737087266,-0.0064732354014351845,-0.008679321896254089
2020-05-26,8857.39,42.49,202.06,229.01,9.999,73.24,0.19472,-0.006661590101370685,-0.01140065146579794,-0.013234360502026754,-0.009129456559363147,0.005227706846285374,-0.0037813868712425203,-0.0030208386667349707
2020-05-27,9172.9,43.53,206.72,231.55,9.955,73.368,0.19734,0.03562110283051778,0.024476347375853136,0.02306245669603091,0.01109121872407326,-0.004400440044004417,0.0017476788640087282,0.013455217748561843
2020-05-28,9451.4,44.36,214.52,236.47,10.242,74.077,0.19807,0.030361172584460805,0.019067309901217522,0.03773219814241502,0.021248110559274336,0.028829733802109514,0.009663613564496742,0.0036991993513733057
2020-05-29,9415.75,44.58,220.37,237.53,10.216,73.837,0.1969,-0.003771927968343247,0.004959422903516586,0.027270184598172653,0.00448259821541841,-0.0025385666861942324,-0.003239872025054935,-0.005907002574847331
2020-05-30,9439.7,46.64,235.4,244.13,10.731,77.291,0.20247,0.0025436104399543247,0.0462090623598026,0.06820347597222853,0.027785963878246944,0.05041111981205959,0.04677871527824795,0.028288471305231155
2020-05-31,9507.92,46.5,235.46,243.77,11.43,78.023,0.20791,0.007226924584467609,-0.003001715265866234,0.0002548853016142161,-0.0014746241756440348,0.06513838412077155,0.009470701634084255,0.026868178001679288
2020-06-01,9681.1,47.35,241.63,245.25,12.431,78.012,0.20643,0.01821428871929931,0.018279569892473146,0.02620402616155615,0.006071296714115659,0.08757655293088362,-0.00014098406880014291,-0.007118464720311746
2020-06-02,9519.27,45.65,236.24,249.31,12.038,78.237,0.20168,-0.01671607565256017,-0.035902851108764566,-0.022306832760832673,0.01655453618756364,-0.03161451210682964,0.0028841716658973837,-0.023010221382551044
2020-06-03,9580.46,47.01,241.68,251.54,12.312,77.765,0.20328,0.006428013912831432,0.029791894852135847,0.023027429732475513,0.008944687337050228,0.022761256022594933,-0.006032951161215161,0.007933359777865912
2020-06-04,9785.49,47.29,241.65,254.8,12.076,77.937,0.20379,0.021400851316116354,0.005956179536268813,-0.00012413108242304016,0.012960165381251665,-0.019168291098115575,0.002211791937246854,0.002508854781582137
2020-06-05,9713.59,47.03,241.54,257.54,11.905,78.207,0.20303,-0.007347613660634189,-0.005497991118629697,-0.00045520380715913245,0.010753532182103731,-0.014160317986088189,0.0034643365795450354,-0.0037293292114431997
2020-06-06,9700.2,46.84,242.02,254.27,11.828,78.484,0.20401,-0.0013784810765122835,-0.004039974484371656,0.0019872484888632247,-0.012697056767880799,-0.006467870642587137,0.0035418824401907134,0.004826872875929755
2020-06-07,9729.74,46.69,242.51,252.52,11.691,77.921,0.20236,0.0030452980350919034,-0.0032023911187021303,0.0020246260639615876,-0.006882447791717428,-0.011582685153872063,-0.007173436624025142,-0.008087838831429717
2020-06-08,9701.85,46.09,242.41,252.31,11.572,77.333,0.20209,-0.002866469196504684,-0.012850717498393505,-0.000412354129726622,-0.0008316172976398084,-0.010178769994012571,-0.007546104387777475,-0.001334255781775151
2020-06-09,9747.0,45.82,243.55,253.18,11.706,77.394,0.20111,0.00465375160407544,-0.005858103710132401,0.004702776288106891,0.003448139193848787,0.01157967507777391,0.00078879650343322,-0.004849324558364954
2020-06-10,9865.36,46.6,247.81,256.65,11.941,78.216,0.20292,0.012143223555965976,0.01702313400261901,0.017491274892219133,0.01370566395449857,0.02007517512386814,0.01062097837041609,0.009000049724031456
2020-06-11,9337.0,43.61,232.3,237.94,10.94,73.281,0.19045,-0.053557092696059794,-0.06416309012875543,-0.06258827327387917,-0.07290083771673483,-0.083828825056528,-0.06309450751764334,-0.06145278927656206
2020-06-12,9461.83,44.77,237.39,240.23,10.92,73.505,0.19289,0.01336939059655129,0.026599403806466526,0.02191132156693909,0.009624275027317886,-0.001828153564899404,0.003056726845976243,0.012811761617222306
2020-06-13,9397.68,44.74,236.81,240.01,10.922,73.133,0.19213,-0.006779872392549846,-0.000670091579182519,-0.002443236867601728,-0.000915789035507597,0.0001831501831501825,-0.005060880212230501,-0.003940069469645979
2020-06-14,9381.7,44.2,234.12,237.55,10.801,72.825,0.1913,-0.0017004196780481262,-0.0120697362539115,-0.01135931759638531,-0.010249572934460938,-0.011078557040835046,-0.004211505066112342,-0.0043199916723052345
2020-06-15,9488.6,44.02,232.87,236.71,10.54,71.937,0.1929,0.011394523380623856,-0.004072398190045234,-0.005339142320177737,-0.0035360976636498176,-0.02416442921951678,-0.012193614830072197,0.008363826450601186
2020-06-16,9491.79,43.78,233.79,235.98,10.525,72.303,0.19121,0.000336192905170396,-0.005452067242162739,0.003950702108472592,-0.003083942376748028,-0.0014231499051232666,0.005087785145335477,-0.008761016070502836
2020-06-17,9373.75,43.72,231.05,238.55,10.475,71.861,0.19161,-0.012436010489064842,-0.0013704888076747634,-0.011719919585953087,0.010890753453682622,-0.004750593824228044,-0.006113162662683358,0.002091940798075509
2020-06-18,9338.36,43.07,229.07,234.0,10.317,71.0,0.18895,-0.0037754367248965526,-0.014867337602927688,-0.008569573685349607,-0.019073569482288888,-0.015083532219570372,-0.011981464215638615,-0.01388236522102182
2020-06-19,9314.44,43.09,229.11,233.31,10.323,70.283,0.18767,-0.002561477604204554,0.00046436034362673517,0.0001746191120619578,-0.0029487179487179827,0.0005815644082582949,-0.01009859154929571,-0.006774278909764453
2020-06-20,9316.33,43.44,227.55,230.66,10.179,70.064,0.18753,0.00020291074933109776,0.008122534230679879,-0.006808956396490817,-0.01135827868501138,-0.013949433304272008,-0.003115973990865606,-0.0007459903021260761
2020-06-21,9328.1,43.04,228.98,231.3,10.386,70.207,0.1862,0.0012633730234974383,-0.009208103130755041,0.006284333113601326,0.0027746466660887315,0.020335985853227045,0.0020409910938570253,-0.007092198581560294
2020-06-22,9645.76,44.38,244.71,241.76,10.775,72.201,0.18919,0.03405409461733888,0.031133828996282586,0.06869595597868816,0.0452226545611758,0.037454265357211636,0.028401726323586063,0.016058002148227724
2020-06-23,9628.5,44.19,243.21,241.98,11.066,74.51,0.1891,-0.0017893872540888367,-0.004281207751239413,-0.0061297045482408,0.0009099933818663697,0.027006960556844595,0.03198016647968882,-0.000475712246947535
2020-06-24,9289.17,42.65,234.96,232.52,10.445,72.193,0.18291,-0.035242249571584394,-0.03484951346458476,-0.03392130257801895,-0.03909414001157108,-0.05611783842400153,-0.03109649711448137,-0.03273400317292441
2020-06-25,9275.58,42.36,234.0,232.33,10.352,71.455,0.1819,-0.0014629940026934518,-0.006799531066822961,-0.0040858018386108474,-0.000817134009977627,-0.008903781713738623,-0.010222597758785423,-0.005521841342736811
